,W/L,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,Weight class,Method,Round,Time
2527,win,Walt Harris,Cody East,1,0,31,26,0,0,0,0,Heavyweight,KO/TKO,1,4:18
2528,win,Marcos Rogerio de Lima,Clint Hester,1,0,29,0,0,0,1,0,Light Heavyweight,SUB,1,4:35
2529,win,Kevin Lee,Efrain Escudero,0,0,64,70,1,1,1,0,Lightweight,U-DEC,3,5:00
2530,win,Glover Teixeira,Rashad Evans,1,0,6,7,0,0,0,0,Light Heavyweight,KO/TKO,1,1:48
2531,win,Rose Namajunas,Tecia Torres,0,0,46,61,2,0,0,0,Women's Strawweight,U-DEC,3,5:00
2532,win,Khabib Nurmagomedov,Darrell Horcher,0,0,75,6,2,0,0,0,Catch Weight,KO/TKO,2,3:38
2533,win,Cub Swanson,Hacran Dias,2,0,83,55,0,0,0,0,Featherweight,U-DEC,3,5:00
2534,win,Michael Chiesa,Beneil Dariush,0,0,11,27,1,1,2,0,Lightweight,SUB,2,1:20
2535,win,Raquel Pennington,Bethe Correia,0,0,75,66,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00
2536,win,Santiago Ponzinibbio,Court McGee,1,0,38,35,0,0,0,0,Welterweight,KO/TKO,1,4:15
2537,win,Michael Graves,Randy Brown,0,0,11,10,2,0,1,1,Welterweight,SUB,2,2:31
2538,win,John Dodson,Manvel Gamburyan,1,0,16,2,0,0,0,0,Bantamweight,KO/TKO,1,0:37
2539,win,Cezar Ferreira,Oluwale Bamgbose,0,1,26,20,3,0,0,0,Middleweight,U-DEC,3,5:00
2540,win,Elizeu Zaleski dos Santos,Omari Akhmedov,0,0,72,36,0,3,1,1,Welterweight,KO/TKO,3,3:03
2541,win,Junior Dos Santos,Ben Rothwell,0,0,157,77,0,0,0,0,Heavyweight,U-DEC,5,5:00
2542,win,Derrick Lewis,Gabriel Gonzaga,1,0,17,5,0,1,0,0,Heavyweight,KO/TKO,1,4:48
2543,win,Francis Ngannou,Curtis Blaydes,0,0,36,24,0,2,0,0,Heavyweight,KO/TKO,2,5:00
2544,win,Timothy Johnson,Marcin Tybura,0,0,45,48,0,1,0,0,Heavyweight,U-DEC,3,5:00
2545,win,Jan Blachowicz,Igor Pokrajac,0,0,98,35,4,0,0,0,Light Heavyweight,U-DEC,3,5:00
2546,win,Maryna Moroz,Cristina Stanciu,0,0,35,39,1,1,1,2,Women's Strawweight,U-DEC,3,5:00
2547,win,Zak Cummings,Nicolas Dalby,1,0,56,57,1,0,1,0,Welterweight,U-DEC,3,5:00
2548,win,Alejandro Perez,Ian Entwistle,0,0,48,0,0,0,0,1,Bantamweight,KO/TKO,1,4:04
2549,win,Mairbek Taisumov,Damir Hadzovic,1,0,25,11,0,0,0,0,Lightweight,KO/TKO,1,3:44
2550,win,Damian Stasiak,Filip Pejic,0,0,2,0,2,0,1,0,Bantamweight,SUB,1,2:16
2551,win,Lucas Martins,Robert Whiteford,0,0,30,45,0,1,0,0,Featherweight,S-DEC,3,5:00
2552,win,Jared Cannonier,Cyril Asker,1,0,27,13,0,0,0,0,Heavyweight,KO/TKO,1,2:44
2553,win,Bojan Velickovic,Alessio Di Chirico,0,0,45,65,1,2,1,0,Middleweight,U-DEC,3,5:00
2554,win,Mark Hunt,Frank Mir,1,0,8,1,0,0,0,0,Heavyweight,KO/TKO,1,3:01
2555,win,Neil Magny,Hector Lombard,0,2,148,60,1,1,2,0,Welterweight,KO/TKO,3,0:46
2556,win,Jake Matthews,Johnny Case,0,0,36,35,0,1,2,0,Lightweight,SUB,3,4:45
2557,win,Daniel Kelly,Antonio Carlos Junior,0,0,37,33,0,2,0,0,Middleweight,KO/TKO,3,1:36
2558,win,Steve Bosse,James Te Huna,1,0,5,1,0,0,0,0,Light Heavyweight,KO/TKO,1,0:52
2559,win,Bec Rawlings,Seo Hee Ham,0,0,77,92,1,0,0,1,Women's Strawweight,U-DEC,3,5:00
2560,win,Alan Jouban,Brendan O'Reilly,1,0,32,8,0,1,0,0,Welterweight,KO/TKO,1,2:15
2561,win,Dan Hooker,Mark Eddiva,0,0,5,4,0,0,1,0,Featherweight,SUB,1,1:24
2562,win,Leslie Smith,Rin Nakai,0,0,62,31,0,3,0,1,Women's Bantamweight,U-DEC,3,5:00
2563,win,Viscardi Andrade,Richard Walsh,0,1,38,46,5,1,1,0,Welterweight,U-DEC,3,5:00
2564,win,Ross Pearson,Chad Laprise,0,0,52,78,0,0,0,0,Lightweight,S-DEC,3,5:00
2565,win,Alan Patrick,Damien Brown,0,0,25,15,5,1,1,1,Lightweight,U-DEC,3,5:00
2566,win,Nate Diaz,Conor McGregor,0,0,77,61,1,0,2,0,Welterweight,SUB,2,4:12
2567,win,Miesha Tate,Holly Holm,0,0,40,59,2,0,2,0,Women's Bantamweight,SUB,5,3:30
2568,win,Ilir Latifi,Gian Villante,0,0,30,23,3,0,0,0,Light Heavyweight,U-DEC,3,5:00
2569,win,Corey Anderson,Tom Lawlor,0,0,55,31,1,1,0,0,Light Heavyweight,U-DEC,3,5:00
2570,win,Amanda Nunes,Valentina Shevchenko,0,0,39,28,2,1,2,0,Women's Bantamweight,U-DEC,3,5:00
2571,win,Siyar Bahadurzada,Brandon Thatch,0,0,84,30,3,1,1,0,Welterweight,SUB,3,4:11
2572,win,Nordine Taleb,Erick Silva,1,0,26,11,1,0,0,0,Welterweight,KO/TKO,2,1:34
2573,win,Vitor Miranda,Marcelo Guimaraes,0,0,46,23,0,1,0,0,Middleweight,KO/TKO,2,1:09
2574,win,Darren Elkins,Chas Skelly,0,0,104,27,7,0,0,2,Featherweight,U-DEC,3,5:00
2575,win,Diego Sanchez,Jim Miller,0,0,48,56,2,0,0,0,Lightweight,U-DEC,3,5:00
2576,win,Jason Saggo,Justin Salas,0,0,20,1,0,1,0,0,Lightweight,KO/TKO,1,4:31
2577,win,Teruto Ishihara,Julian Erosa,1,0,27,16,0,1,0,0,Featherweight,KO/TKO,2,0:34
2578,win,Michael Bisping,Anderson Silva,1,1,108,75,0,0,0,0,Middleweight,U-DEC,5,5:00
2579,win,Gegard Mousasi,Thales Leites,0,0,81,17,0,0,0,0,Middleweight,U-DEC,3,5:00
2580,win,Tom Breese,Keita Nakamura,0,0,32,6,0,3,1,1,Welterweight,U-DEC,3,5:00
2581,win,Brad Pickett,Francisco Rivera,0,0,39,69,3,2,0,0,Bantamweight,S-DEC,3,5:00
2582,win,Makwan Amirkhani,Mike Wilkinson,0,0,32,13,4,0,0,2,Featherweight,U-DEC,3,5:00
2583,win,Davey Grant,Marlon Vera,0,0,72,23,1,1,0,0,Bantamweight,U-DEC,3,5:00
2584,win,Scott Askham,Chris Dempsey,1,0,7,6,1,1,0,0,Middleweight,KO/TKO,1,4:45
2585,win,Arnold Allen,Yaotzin Meza,1,0,31,25,4,0,0,0,Featherweight,U-DEC,3,5:00
2586,win,Krzysztof Jotko,Brad Scott,0,0,59,45,2,0,0,0,Middleweight,U-DEC,3,5:00
2587,win,Rustam Khabilov,Norman Parke,0,0,33,17,6,1,0,0,Lightweight,U-DEC,3,5:00
2588,win,Daniel Omielanczuk,Jarjis Danho,0,0,77,38,0,0,0,0,Heavyweight,M-DEC,3,1:31
2589,win,Teemu Packalen,Thibault Gouti,1,0,6,0,0,0,1,0,Lightweight,SUB,1,0:24
2590,win,David Teymur,Martin Svensson,1,0,38,13,1,0,0,0,Lightweight,KO/TKO,2,1:26
2591,win,Donald Cerrone,Alex Oliveira,0,0,4,14,1,0,1,0,Welterweight,SUB,1,2:33
2592,win,Derek Brunson,Roan Carneiro,0,0,23,0,0,0,0,0,Middleweight,KO/TKO,1,2:38
2593,win,Cody Garbrandt,Augusto Mendes,1,0,11,11,0,0,0,0,Catch Weight,KO/TKO,1,4:18
2594,win,Dennis Bermudez,Tatsuya Kawajiri,0,0,61,12,4,1,1,0,Featherweight,U-DEC,3,5:00
2595,win,Chris Camozzi,Joe Riggs,1,0,11,0,0,0,0,0,Middleweight,KO/TKO,1,0:26
2596,win,James Krause,Shane Campbell,0,0,47,82,2,2,2,0,Lightweight,U-DEC,3,5:00
2597,win,Sean Strickland,Alex Garcia,1,0,84,23,1,3,0,0,Welterweight,KO/TKO,3,4:25
2598,win,Oluwale Bamgbose,Daniel Sarafian,1,0,8,0,0,0,0,0,Middleweight,KO/TKO,1,1:00
2599,win,Anthony Smith,Leonardo Guimaraes,0,0,57,64,2,0,0,0,Middleweight,U-DEC,3,5:00
2600,win,Nathan Coy,Jonavin Webb,0,0,37,21,3,3,0,0,Welterweight,U-DEC,3,5:00
2601,win,Ashlee Evans-Smith,Marion Reneau,0,0,55,53,1,1,0,1,Women's Bantamweight,S-DEC,3,5:00
2602,win,Lauren Murphy,Kelly Faszholz,0,0,95,76,1,0,0,0,Women's Bantamweight,KO/TKO,3,4:55
2603,win,Shamil Abdurakhimov,Anthony Hamilton,0,0,62,40,0,0,0,0,Heavyweight,U-DEC,3,5:00
2604,win,Stephen Thompson,Johny Hendricks,1,0,24,7,0,0,0,0,Welterweight,KO/TKO,1,3:31
2605,win,Roy Nelson,Jared Rosholt,0,0,42,36,0,0,0,0,Heavyweight,U-DEC,3,5:00
2606,win,Ovince Saint Preux,Rafael Cavalcante,0,0,51,10,1,0,0,0,Light Heavyweight,U-DEC,3,5:00
2607,win,Joseph Benavidez,Zach Makovsky,0,0,66,40,0,4,0,0,Flyweight,U-DEC,3,5:00
2608,win,Misha Cirkunov,Alex Nicholson,0,0,32,16,3,0,1,0,Light Heavyweight,SUB,2,1:28
2609,win,Mike Pyle,Sean Spencer,0,1,75,50,1,0,0,0,Welterweight,KO/TKO,3,4:25
2610,win,Joshua Burkman,KJ Noons,0,0,57,33,3,0,0,0,Lightweight,U-DEC,3,5:00
2611,win,Derrick Lewis,Damian Grabowski,0,0,14,1,1,0,0,0,Heavyweight,KO/TKO,1,2:17
2612,win,Justin Scoggins,Ray Borg,0,0,57,20,4,1,0,0,Flyweight,U-DEC,3,5:00
2613,win,Diego Rivas,Noad Lahat,1,0,5,7,1,1,0,3,Featherweight,KO/TKO,2,0:23
2614,win,Mickey Gall,Mike Jackson,1,0,2,3,0,0,1,0,Welterweight,SUB,1,0:45
2615,win,Alex White,Artem Lobov,0,0,78,23,3,0,0,0,Featherweight,U-DEC,3,5:00
2616,win,Anthony Johnson,Ryan Bader,0,0,11,0,0,0,0,0,Light Heavyweight,KO/TKO,1,1:26
2617,win,Ben Rothwell,Josh Barnett,0,0,35,35,0,0,1,0,Heavyweight,SUB,2,3:48
2618,win,Jimmie Rivera,Iuri Alcantara,0,0,45,41,3,0,0,0,Bantamweight,U-DEC,3,5:00
2619,win,Bryan Barberena,Sage Northcutt,0,0,26,18,1,1,1,0,Welterweight,SUB,2,3:06
2620,win,Tarec Saffiedine,Jake Ellenberger,0,0,54,30,0,0,0,0,Welterweight,U-DEC,3,5:00
2621,win,Diego Ferreira,Olivier Aubin-Mercier,0,0,65,49,0,1,0,0,Lightweight,U-DEC,3,5:00
2622,win,Rafael Natal,Kevin Casey,1,0,54,16,4,0,0,0,Middleweight,KO/TKO,3,3:37
2623,win,Wilson Reis,Dustin Ortiz,0,0,48,45,9,1,0,0,Flyweight,U-DEC,3,5:00
2624,win,Alexander Yakovlev,George Sullivan,1,0,15,14,2,0,0,0,Welterweight,KO/TKO,1,3:59
2625,win,Alex Caceres,Masio Fullen,0,0,74,36,1,0,0,0,Featherweight,U-DEC,3,5:00
2626,win,Randy Brown,Matt Dwyer,0,0,48,46,1,1,1,0,Welterweight,U-DEC,3,5:00
2627,draw,Damon Jackson,Levan Makashvili,0,0,44,65,0,2,0,0,Featherweight,M-DEC,3,5:00
2628,win,Anthony Rocco Martin,Felipe Olivieri,0,0,60,87,2,0,1,0,Lightweight,SUB,3,3:02
2629,win,Dominick Cruz,TJ Dillashaw,0,0,112,109,4,1,0,0,Bantamweight,S-DEC,5,5:00
2630,win,Eddie Alvarez,Anthony Pettis,0,0,42,56,6,0,0,0,Lightweight,S-DEC,3,5:00
2631,win,Travis Browne,Matt Mitrione,0,1,51,27,2,0,0,0,Heavyweight,KO/TKO,3,4:09
2632,win,Francisco Trinaldo,Ross Pearson,0,0,51,28,1,2,0,0,Lightweight,U-DEC,3,5:00
2633,win,Patrick Cote,Ben Saunders,1,0,42,11,0,1,1,0,Welterweight,KO/TKO,2,1:14
2634,win,Ed Herman,Tim Boetsch,1,0,47,27,0,0,0,0,Light Heavyweight,KO/TKO,2,1:39
2635,win,Chris Wade,Mehdi Baghdad,0,0,5,1,2,0,1,0,Lightweight,SUB,1,4:30
2636,win,Luke Sanders,Maximo Blanco,1,0,26,16,0,1,1,1,Featherweight,SUB,1,3:38
2637,win,Paul Felder,Daron Cruickshank,0,0,46,32,2,3,3,0,Lightweight,SUB,3,3:56
2638,win,Ilir Latifi,Sean O'Connell,1,0,2,1,0,0,0,0,Light Heavyweight,KO/TKO,1,0:30
2639,win,Charles Rosa,Kyle Bochniak,0,1,92,52,1,1,0,0,Featherweight,U-DEC,3,5:00
2640,win,Rob Font,Joey Gomez,1,0,52,15,1,1,0,0,Bantamweight,KO/TKO,2,4:13
2641,win,Francimar Barroso,Elvis Mutapcic,0,0,57,38,1,0,0,0,Light Heavyweight,U-DEC,3,5:00
2642,win,Robbie Lawler,Carlos Condit,1,0,92,176,0,0,0,0,Welterweight,S-DEC,5,5:00
2643,win,Stipe Miocic,Andrei Arlovski,1,0,11,7,0,0,0,0,Heavyweight,KO/TKO,1,0:54
2644,win,Albert Tumenov,Lorenz Larkin,0,0,76,69,0,0,0,0,Welterweight,S-DEC,3,5:00
2645,win,Brian Ortega,Diego Brandao,0,0,29,56,0,2,2,0,Featherweight,SUB,3,1:37
2646,win,Abel Trujillo,Tony Sims,0,0,4,5,0,1,1,0,Lightweight,SUB,1,3:18
2647,win,Michael McDonald,Masanori Kanehara,0,0,5,15,0,2,2,1,Bantamweight,SUB,2,2:09
2648,win,Alex Morono,Kyle Noke,0,0,43,59,0,1,1,0,Welterweight,S-DEC,3,5:00
2649,win,Justine Kish,Nina Nunes,0,0,72,92,3,1,0,0,Women's Strawweight,U-DEC,3,5:00
2650,win,Drew Dober,Scott Holtzman,0,0,36,38,5,2,0,0,Lightweight,U-DEC,3,5:00
2651,win,Dustin Poirier,Joe Duffy,0,0,72,37,4,0,0,1,Lightweight,U-DEC,3,5:00
2652,win,Michinori Tanaka,Joe Soto,0,0,57,71,3,1,0,4,Bantamweight,S-DEC,3,5:00
2653,win,Sheldon Westcott,Edgar Garcia,0,0,33,1,1,0,0,0,Welterweight,KO/TKO,1,3:12
2654,win,Rafael Dos Anjos,Donald Cerrone,0,0,26,4,0,0,0,0,Lightweight,KO/TKO,1,1:06
2655,win,Alistair Overeem,Junior Dos Santos,1,0,32,22,0,0,0,0,Heavyweight,KO/TKO,2,4:43
2656,win,Nate Diaz,Michael Johnson,0,0,153,103,0,1,0,0,Lightweight,U-DEC,3,5:00
2657,win,Karolina Kowalkiewicz,Randa Markos,0,0,66,34,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
2658,win,Charles Oliveira,Myles Jury,0,0,5,5,1,0,1,0,Featherweight,SUB,1,3:05
2659,win,Nate Marquardt,CB Dollaway,1,0,16,15,0,0,0,0,Middleweight,KO/TKO,2,0:28
2660,win,Valentina Shevchenko,Sarah Kaufman,0,0,32,27,4,1,0,0,Women's Bantamweight,S-DEC,3,5:00
2661,win,Tamdan McCrory,Josh Samman,0,0,39,10,2,2,1,0,Middleweight,SUB,3,4:10
2662,win,Nik Lentz,Danny Castillo,0,0,59,57,3,2,2,0,Lightweight,S-DEC,3,5:00
2663,nc,Cole Miller,Jim Alers,0,0,28,25,0,0,0,0,Featherweight,CNC,2,1:34
2664,win,Kamaru Usman,Leon Edwards,0,0,48,26,6,0,0,0,Welterweight,U-DEC,3,5:00
2665,win,Vicente Luque,Hayder Hassan,0,0,12,15,0,0,1,0,Welterweight,SUB,1,2:13
2666,win,Francis Ngannou,Luis Henrique,1,0,25,5,0,1,0,0,Heavyweight,KO/TKO,2,2:53
2667,win,Conor McGregor,Jose Aldo,1,0,5,1,0,0,0,0,Featherweight,KO/TKO,1,0:13
2668,win,Luke Rockhold,Chris Weidman,0,0,126,48,2,3,1,0,Middleweight,KO/TKO,4,3:12
2669,win,Yoel Romero,Jacare Souza,1,0,46,30,0,1,0,0,Middleweight,S-DEC,3,5:00
2670,win,Demian Maia,Gunnar Nelson,0,0,47,2,2,1,1,0,Welterweight,U-DEC,3,5:00
2671,win,Max Holloway,Jeremy Stephens,0,0,57,47,1,0,0,0,Featherweight,U-DEC,3,5:00
2672,win,Urijah Faber,Frankie Saenz,0,0,75,66,2,0,0,0,Bantamweight,U-DEC,3,5:00
2673,win,Tecia Torres,Jocelyn Jones-Lybarger,0,0,77,29,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
2674,win,Warlley Alves,Colby Covington,0,0,2,2,0,1,1,0,Welterweight,SUB,1,1:26
2675,win,Leonardo Santos,Kevin Lee,1,0,32,10,1,0,0,0,Lightweight,KO/TKO,1,3:26
2676,win,Magomed Mustafaev,Joe Proctor,1,0,18,9,0,0,0,0,Lightweight,KO/TKO,1,1:54
2677,win,Yancy Medeiros,John Makdessi,1,0,80,114,0,0,0,0,Lightweight,S-DEC,3,5:00
2678,win,Court McGee,Marcio Alexandre Junior,0,0,58,23,2,0,0,1,Welterweight,U-DEC,3,5:00
2679,win,Frankie Edgar,Chad Mendes,1,0,13,5,0,0,0,0,Featherweight,KO/TKO,1,2:28
2680,win,Ryan Hall,Artem Lobov,0,0,23,2,1,0,1,0,Lightweight,U-DEC,3,5:00
2681,win,Tony Ferguson,Edson Barboza,0,0,61,41,0,2,1,0,Lightweight,SUB,2,2:54
2682,win,Evan Dunham,Joe Lauzon,0,0,127,42,1,0,0,0,Lightweight,U-DEC,3,5:00
2683,win,Tatsuya Kawajiri,Jason Knight,0,0,28,28,6,0,0,1,Featherweight,U-DEC,3,5:00
2684,win,Julian Erosa,Marcin Wrzosek,0,0,61,52,2,3,2,0,Lightweight,S-DEC,3,5:00
2685,win,Gabriel Gonzaga,Konstantin Erokhin,0,0,20,15,2,0,0,0,Heavyweight,U-DEC,3,5:00
2686,win,Ryan LaFlare,Mike Pierce,0,0,65,42,0,0,0,0,Welterweight,U-DEC,3,5:00
2687,win,Geane Herrera,Joby Sanchez,1,0,40,55,1,0,0,0,Flyweight,KO/TKO,2,4:28
2688,win,Chris Gruetzemacher,Abner Lloveras,0,0,103,94,0,2,0,0,Lightweight,U-DEC,3,5:00
2689,win,Rose Namajunas,Paige VanZant,0,0,57,10,8,0,4,0,Women's Strawweight,SUB,5,2:25
2690,win,Michael Chiesa,Jim Miller,0,0,13,7,2,0,1,1,Lightweight,SUB,2,2:57
2691,win,Sage Northcutt,Cody Pfister,0,0,8,5,2,2,1,0,Lightweight,SUB,2,0:41
2692,win,Thiago Santos,Elias Theodorou,0,0,52,28,1,1,0,0,Middleweight,U-DEC,3,5:00
2693,win,Tim Means,John Howard,1,0,37,20,0,3,0,0,Welterweight,KO/TKO,2,0:21
2694,win,Sergio Moraes,Omari Akhmedov,1,1,21,35,0,1,0,0,Welterweight,KO/TKO,3,2:18
2695,nc,Antonio Carlos Junior,Kevin Casey,0,0,1,0,0,0,0,0,Middleweight,CNC,1,0:11
2696,win,Aljamain Sterling,Johnny Eduardo,0,0,23,4,2,0,1,0,Bantamweight,SUB,2,4:18
2697,win,Santiago Ponzinibbio,Andreas Stahl,1,0,48,14,0,2,0,0,Welterweight,KO/TKO,1,4:25
2698,win,Danny Roberts,Nathan Coy,0,0,6,11,0,1,1,0,Welterweight,SUB,1,2:46
2699,win,Zubaira Tukhugov,Phillipe Nover,0,0,21,20,1,0,0,0,Featherweight,S-DEC,3,5:00
2700,win,Kailin Curran,Emily Kagan,0,0,21,22,1,1,2,0,Women's Strawweight,SUB,2,4:13
2701,win,Benson Henderson,Jorge Masvidal,0,0,86,77,3,1,0,1,Welterweight,S-DEC,5,5:00
2702,win,Dong Hyun Kim,Dominic Waters,0,0,6,0,1,0,0,0,Welterweight,KO/TKO,1,3:11
2703,win,Alberto Mina,Yoshihiro Akiyama,1,0,69,78,2,0,0,0,Welterweight,S-DEC,3,5:00
2704,win,Dooho Choi,Sam Sicilia,1,0,18,8,0,0,0,0,Featherweight,KO/TKO,1,1:33
2705,win,Dongi Yang,Jake Collier,0,1,29,22,1,0,0,0,Middleweight,KO/TKO,2,1:50
2706,win,Mike de la Torre,Yui Chul Nam,0,0,47,53,0,1,0,0,Featherweight,S-DEC,3,5:00
2707,win,Tae Hyun Bang,Leo Kuntz,1,0,54,31,1,3,2,1,Lightweight,S-DEC,3,5:00
2708,win,Seo Hee Ham,Cortney Casey,0,0,71,78,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
2709,win,Fredy Serrano,Yao Zhikui,0,0,3,1,1,0,0,0,Flyweight,KO/TKO,1,0:44
2710,win,Marco Beltran,Guangyou Ning,0,0,30,23,1,0,0,0,Bantamweight,S-DEC,3,5:00
2711,win,Dominique Steele,Dong Hyun Ma,1,0,36,19,4,0,0,0,Welterweight,KO/TKO,3,0:27
2712,win,Neil Magny,Kelvin Gastelum,0,2,54,54,6,2,0,0,Welterweight,S-DEC,5,5:00
2713,win,Ricardo Lamas,Diego Sanchez,0,0,57,30,3,1,0,0,Featherweight,U-DEC,3,5:00
2714,win,Henry Cejudo,Jussier Formiga,0,0,43,25,2,0,0,0,Flyweight,S-DEC,3,5:00
2715,win,Erick Montano,Enrique Marin,0,0,49,27,2,1,0,0,Welterweight,S-DEC,3,5:00
2716,win,Enrique Barzola,Horacio Gutierrez,0,0,38,10,5,0,0,0,Lightweight,U-DEC,3,5:00
2717,win,Leandro Silva,Efrain Escudero,0,0,35,24,0,2,0,0,Lightweight,U-DEC,3,5:00
2718,win,Erik Perez,Taylor Lapilus,0,1,31,20,1,0,0,1,Bantamweight,U-DEC,3,5:00
2719,win,Bartosz Fabinski,Hector Urbina,0,0,25,10,6,0,0,3,Welterweight,U-DEC,3,5:00
2720,win,Alejandro Perez,Scott Jorgensen,0,0,39,11,0,2,0,0,Bantamweight,KO/TKO,2,4:26
2721,win,Andre Fili,Gabriel Benitez,1,0,16,11,1,0,0,0,Featherweight,KO/TKO,1,3:13
2722,win,Alvaro Herrera Mendoza,Vernon Ramos Ho,1,0,4,2,0,0,0,0,Welterweight,KO/TKO,1,0:30
2723,win,Marco Polo Reyes,Cesar Arzamendia,1,0,10,16,0,3,0,0,Lightweight,KO/TKO,1,3:42
2724,win,Michel Prazeres,Valmir Lazaro,0,0,20,41,1,0,0,0,Lightweight,S-DEC,3,5:00
2725,win,Holly Holm,Ronda Rousey,1,0,38,17,1,0,0,0,Women's Bantamweight,KO/TKO,2,0:59
2726,win,Joanna Jedrzejczyk,Valerie Letourneau,0,0,220,103,0,1,0,0,Women's Strawweight,U-DEC,5,5:00
2727,win,Mark Hunt,Antonio Silva,1,0,12,9,0,0,0,0,Heavyweight,KO/TKO,1,3:41
2728,win,Robert Whittaker,Uriah Hall,0,0,67,45,1,0,0,0,Middleweight,U-DEC,3,5:00
2729,win,Jared Rosholt,Stefan Struve,0,0,16,33,4,1,0,0,Heavyweight,U-DEC,3,5:00
2730,win,Jake Matthews,Akbarh Arreola,0,1,62,21,1,0,0,0,Lightweight,KO/TKO,2,5:00
2731,win,Kyle Noke,Peter Sobotta,1,0,23,2,0,0,0,0,Welterweight,KO/TKO,1,2:01
2732,win,Gian Villante,Anthony Perosh,1,0,19,6,0,0,0,0,Light Heavyweight,KO/TKO,1,2:56
2733,win,Danny Martinez,Richie Vaculik,0,0,54,63,9,3,0,0,Flyweight,U-DEC,3,5:00
2734,win,Daniel Kelly,Steve Montgomery,0,0,63,77,5,0,0,0,Middleweight,U-DEC,3,5:00
2735,win,Richard Walsh,Steve Kennedy,0,0,93,38,0,3,0,0,Welterweight,U-DEC,3,5:00
2736,win,James Moontasri,Anton Zafir,1,0,11,17,0,1,0,0,Welterweight,KO/TKO,1,4:36
2737,win,Ben Nguyen,Ryan Benoit,0,0,11,1,0,0,2,0,Flyweight,SUB,1,2:35
2738,win,Vitor Belfort,Dan Henderson,1,0,6,3,0,0,0,0,Middleweight,KO/TKO,1,2:07
2739,win,Glover Teixeira,Patrick Cummins,0,0,54,33,0,4,0,0,Light Heavyweight,KO/TKO,2,1:12
2740,win,Thomas Almeida,Anthony Birchak,1,0,24,27,0,0,0,0,Bantamweight,KO/TKO,1,4:24
2741,win,Alex Oliveira,Piotr Hallmann,1,0,42,36,0,1,0,0,Lightweight,KO/TKO,3,0:51
2742,win,Rashid Magomedov,Gilbert Burns,2,0,80,28,2,2,0,0,Lightweight,U-DEC,3,5:00
2743,win,Corey Anderson,Fabio Maldonado,0,0,60,26,6,0,0,0,Light Heavyweight,U-DEC,3,5:00
2744,win,Abel Trujillo,Gleison Tibau,0,0,0,3,0,2,0,1,Lightweight,DQ,1,1:45
2745,win,Johnny Case,Yan Cabral,1,0,74,31,0,3,0,0,Lightweight,U-DEC,3,5:00
2746,win,Thiago Tavares,Clay Guida,0,0,2,3,0,1,1,0,Featherweight,SUB,1,0:39
2747,win,Chas Skelly,Edimilson Souza,0,1,7,19,2,0,2,0,Featherweight,SUB,2,1:56
2748,win,Viscardi Andrade,Gasan Umalatov,0,0,78,38,0,0,0,0,Welterweight,U-DEC,3,5:00
2749,win,Jimmie Rivera,Pedro Munhoz,0,0,96,66,0,0,0,0,Bantamweight,S-DEC,3,5:00
2750,win,Matheus Nicolau,Bruno Rodrigues,2,1,46,27,3,0,3,0,Bantamweight,SUB,3,3:27
2751,win,Louis Smolka,Paddy Holohan,0,0,59,16,0,4,2,0,Flyweight,SUB,2,4:09
2752,win,Norman Parke,Reza Madadi,0,0,47,33,1,1,0,0,Lightweight,U-DEC,3,5:00
2753,draw,Nicolas Dalby,Darren Till,0,1,84,49,2,0,0,0,Welterweight,M-DEC,3,5:00
2754,win,Neil Seery,Jon Delos Reyes,0,0,38,25,2,3,2,0,Flyweight,SUB,2,4:12
2755,win,Stevie Ray,Mickael Lebout,0,0,48,27,1,0,0,0,Lightweight,U-DEC,3,5:00
2756,win,Aisling Daly,Ericka Almeida,0,0,59,19,2,1,0,0,Women's Strawweight,U-DEC,3,5:00
2757,win,Krzysztof Jotko,Scott Askham,0,0,38,22,2,0,0,1,Middleweight,S-DEC,3,5:00
2758,win,Tom Breese,Cathal Pendred,1,0,23,5,0,0,0,0,Welterweight,KO/TKO,1,4:37
2759,win,Darren Elkins,Robert Whiteford,0,0,40,23,7,1,2,0,Featherweight,U-DEC,3,5:00
2760,win,Garreth McLellan,Bubba Bush,0,0,97,8,2,3,1,0,Middleweight,KO/TKO,3,4:58
2761,win,Daniel Cormier,Alexander Gustafsson,0,1,140,120,1,1,0,0,Light Heavyweight,S-DEC,5,5:00
2762,win,Ryan Bader,Rashad Evans,0,0,52,25,1,0,0,0,Light Heavyweight,U-DEC,3,5:00
2763,win,Ruslan Magomedov,Shawn Jordan,0,0,71,20,0,1,0,0,Heavyweight,U-DEC,3,5:00
2764,win,Joseph Benavidez,Ali Bagautinov,0,0,48,31,0,0,0,0,Flyweight,U-DEC,3,5:00
2765,win,Julianna Pena,Jessica Eye,0,0,34,30,3,1,3,1,Women's Bantamweight,U-DEC,3,5:00
2766,win,Yair Rodriguez,Dan Hooker,0,0,52,19,2,1,0,0,Featherweight,U-DEC,3,5:00
2767,win,Albert Tumenov,Alan Jouban,1,0,19,17,0,0,0,0,Welterweight,KO/TKO,1,2:55
2768,win,Adriano Martins,Islam Makhachev,1,0,3,4,0,0,0,0,Lightweight,KO/TKO,1,1:46
