,W/L,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,Weight class,Method,Round,Time
1129,win,Chris Gutierrez,Ryan MacDonald,0,0,69,15,0,0,0,0,Bantamweight,U-DEC,3,5:00
1130,win,Jordan Espinosa,Eric Shelton,0,0,47,25,1,0,0,0,Flyweight,U-DEC,3,5:00
1131,win,Jorge Masvidal,Darren Till,1,1,35,21,1,1,0,0,Welterweight,KO/TKO,2,3:05
1132,win,Leon Edwards,Gunnar Nelson,1,0,31,9,2,3,0,0,Welterweight,S-DEC,3,5:00
1133,win,Dominick Reyes,Volkan Oezdemir,0,0,44,35,0,1,0,0,Light Heavyweight,S-DEC,3,5:00
1134,win,Nathaniel Wood,Jose Quinonez,0,0,30,34,2,1,2,0,Bantamweight,SUB,2,2:46
1135,win,Claudio Silva,Danny Roberts,0,0,19,26,3,0,4,0,Welterweight,SUB,3,2:37
1136,win,Jack Marshman,John Phillips,0,1,31,32,0,0,0,0,Middleweight,S-DEC,3,5:00
1137,win,Arnold Allen,Jordan Rinaldi,1,0,37,30,0,0,0,0,Featherweight,U-DEC,3,5:00
1138,win,Marc Diakiese,Joe Duffy,1,0,63,15,3,1,0,0,Lightweight,U-DEC,3,5:00
1139,win,Saparbeg Safarov,Nicolae Negumereanu,0,0,70,11,3,0,0,0,Light Heavyweight,U-DEC,3,5:00
1140,win,Dan Ige,Danny Henry,1,0,10,4,1,0,1,0,Featherweight,SUB,1,1:17
1141,win,Molly McCann,Priscila Cachoeira,0,0,107,75,2,0,2,0,Women's Flyweight,U-DEC,3,5:00
1142,win,Mike Grundy,Nad Narimani,1,0,33,22,1,0,0,0,Featherweight,KO/TKO,2,4:42
1143,win,Junior Dos Santos,Derrick Lewis,1,0,29,7,0,0,0,0,Heavyweight,KO/TKO,2,1:58
1144,win,Elizeu Zaleski dos Santos,Curtis Millender,0,0,6,0,1,0,1,0,Welterweight,SUB,1,2:35
1145,win,Niko Price,Tim Means,1,0,32,31,0,1,0,0,Welterweight,KO/TKO,1,4:50
1146,win,Blagoy Ivanov,Ben Rothwell,0,0,72,70,0,0,0,0,Heavyweight,U-DEC,3,5:00
1147,win,Beneil Dariush,Drew Dober,0,0,37,31,2,0,1,0,Lightweight,SUB,2,4:41
1148,win,Omari Akhmedov,Tim Boetsch,0,0,52,41,0,0,0,0,Middleweight,U-DEC,3,5:00
1149,win,Anthony Rocco Martin,Sergio Moraes,0,0,50,19,0,3,0,0,Welterweight,U-DEC,3,5:00
1150,win,Yana Kunitskaya,Marion Reneau,0,0,98,58,1,1,0,0,Women's Bantamweight,U-DEC,3,5:00
1151,win,Grant Dawson,Julian Erosa,0,0,57,49,6,0,1,1,Featherweight,U-DEC,3,5:00
1152,win,Maurice Greene,Jeff Hughes,0,0,70,66,0,0,0,0,Heavyweight,S-DEC,3,5:00
1153,win,Matt Schnell,Louis Smolka,0,0,14,13,1,0,2,0,Bantamweight,SUB,1,3:18
1154,win,Alex Morono,Zak Ottow,0,0,25,10,0,1,1,0,Welterweight,KO/TKO,1,3:34
1155,win,Alex White,Dan Moret,0,0,49,42,2,1,3,0,Lightweight,U-DEC,3,5:00
1156,win,Jon Jones,Anthony Smith,0,0,125,36,3,0,0,0,Light Heavyweight,U-DEC,5,5:00
1157,win,Kamaru Usman,Tyron Woodley,0,0,141,34,2,0,0,0,Welterweight,U-DEC,5,5:00
1158,win,Ben Askren,Robbie Lawler,0,0,0,26,1,1,1,0,Welterweight,SUB,1,3:20
1159,win,Zhang Weili,Tecia Torres,0,0,63,30,2,0,0,0,Women's Strawweight,U-DEC,3,5:00
1160,win,Pedro Munhoz,Cody Garbrandt,1,0,25,21,0,0,0,0,Bantamweight,KO/TKO,1,4:52
1161,win,Zabit Magomedsharipov,Jeremy Stephens,0,0,70,41,3,0,0,0,Featherweight,U-DEC,3,5:00
1162,win,Johnny Walker,Misha Cirkunov,1,0,4,1,0,0,0,0,Light Heavyweight,KO/TKO,1,0:36
1163,win,Cody Stamann,Alejandro Perez,0,0,48,41,0,1,0,0,Bantamweight,U-DEC,3,5:00
1164,win,Diego Sanchez,Mickey Gall,0,0,56,23,4,0,0,0,Welterweight,KO/TKO,2,4:13
1165,win,Edmen Shahbazyan,Charles Byrd,1,0,13,1,0,0,0,0,Middleweight,KO/TKO,1,0:38
1166,win,Macy Chiasson,Gina Mazany,1,0,25,14,0,0,0,0,Women's Bantamweight,KO/TKO,1,1:49
1167,win,Hannah Cifers,Polyana Viana,1,0,67,77,0,0,0,0,Women's Strawweight,S-DEC,3,5:00
1168,win,Thiago Santos,Jan Blachowicz,1,0,52,20,1,0,0,0,Light Heavyweight,KO/TKO,3,0:39
1169,win,Stefan Struve,Marcos Rogerio de Lima,0,1,0,25,1,0,1,0,Heavyweight,SUB,2,2:21
1170,win,Michal Oleksiejczuk,Gian Villante,1,0,14,9,0,0,0,0,Light Heavyweight,KO/TKO,1,1:34
1171,win,Liz Carmouche,Lucie Pudilova,0,0,14,33,3,0,2,2,Women's Flyweight,U-DEC,3,5:00
1172,win,Petr Yan,John Dodson,0,1,80,30,2,2,0,0,Bantamweight,U-DEC,3,5:00
1173,win,Magomed Ankalaev,Klidson Abreu,1,0,30,23,1,0,0,0,Light Heavyweight,U-DEC,3,5:00
1174,win,Dwight Grant,Carlo Pedersoli Jr.,1,0,20,17,0,1,0,0,Welterweight,KO/TKO,1,4:59
1175,win,Chris Fishgold,Daniel Teymur,0,0,14,17,5,1,2,0,Featherweight,SUB,2,1:10
1176,win,Gillian Robertson,Veronica Macedo,0,0,5,23,2,1,1,0,Women's Flyweight,SUB,2,3:27
1177,win,Damir Hadzovic,Marco Polo Reyes,0,0,58,24,2,0,0,0,Lightweight,KO/TKO,2,2:03
1178,win,Ismail Naurdiev,Michel Prazeres,0,0,63,15,0,3,1,0,Welterweight,U-DEC,3,5:00
1179,win,Diego Ferreira,Rustam Khabilov,0,0,83,43,0,3,1,0,Lightweight,U-DEC,3,5:00
1180,win,Damir Ismagulov,Joel Alvarez,0,0,64,38,0,0,0,0,Lightweight,U-DEC,3,5:00
1181,win,Francis Ngannou,Cain Velasquez,0,0,6,1,0,0,0,0,Heavyweight,KO/TKO,1,0:26
1182,win,Paul Felder,James Vick,0,0,55,61,0,0,0,0,Lightweight,U-DEC,3,5:00
1183,win,Cynthia Calvillo,Cortney Casey,0,0,82,73,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
1184,win,Kron Gracie,Alex Caceres,0,0,2,4,1,0,1,0,Featherweight,SUB,1,2:06
1185,win,Vicente Luque,Bryan Barberena,1,1,163,169,0,0,2,0,Welterweight,KO/TKO,3,4:54
1186,win,Andre Fili,Myles Jury,0,1,98,76,0,0,0,0,Featherweight,U-DEC,3,5:00
1187,win,Aljamain Sterling,Jimmie Rivera,0,0,101,24,0,0,0,0,Bantamweight,U-DEC,3,5:00
1188,win,Manny Bermudez,Benito Lopez,0,0,7,7,1,0,1,0,Bantamweight,SUB,1,3:09
1189,win,Andrea Lee,Ashlee Evans-Smith,0,0,111,66,0,2,0,0,Women's Flyweight,U-DEC,3,5:00
1190,win,Nik Lentz,Scott Holtzman,0,0,71,54,5,0,1,0,Lightweight,U-DEC,3,5:00
1191,win,Luke Sanders,Renan Barao,1,0,39,40,0,0,0,0,Bantamweight,KO/TKO,2,1:01
1192,win,Emily Whitmire,Aleksandra Albu,0,0,3,2,1,0,1,0,Women's Strawweight,SUB,1,1:01
1193,win,Israel Adesanya,Anderson Silva,0,0,65,31,0,0,0,0,Middleweight,U-DEC,3,5:00
1194,win,Lando Vannata,Marcos Mariano,0,0,20,3,1,0,1,0,Lightweight,SUB,1,4:55
1195,win,Ricky Simon,Rani Yahya,2,0,54,47,4,0,0,0,Bantamweight,U-DEC,3,5:00
1196,win,Montana De La Rosa,Nadia Kassem,0,0,21,5,2,0,3,0,Women's Flyweight,SUB,2,2:37
1197,win,Jimmy Crute,Sam Alvey,1,0,14,3,0,0,0,0,Light Heavyweight,KO/TKO,1,2:49
1198,win,Devonte Smith,Dong Hyun Ma,1,0,19,1,0,0,0,0,Lightweight,KO/TKO,1,3:53
1199,win,Shane Young,Austin Arnett,1,0,120,77,0,0,0,0,Featherweight,U-DEC,3,5:00
1200,win,Kai Kara-France,Raulian Paiva,0,0,58,67,2,0,0,1,Flyweight,S-DEC,3,5:00
1201,win,Kyung Ho Kang,Teruto Ishihara,1,1,26,17,1,0,1,0,Bantamweight,SUB,1,3:59
1202,win,Jalin Turner,Callan Potter,1,0,9,3,0,0,0,0,Lightweight,KO/TKO,1,0:53
1203,win,Jonathan Martinez,Wuliji Buren,0,0,47,17,1,3,0,1,Bantamweight,U-DEC,3,5:00
1204,win,Marlon Moraes,Raphael Assuncao,1,0,10,2,0,0,1,0,Bantamweight,SUB,1,3:17
1205,win,Jose Aldo,Renato Moicano,0,0,26,24,0,0,0,0,Featherweight,KO/TKO,2,0:44
1206,win,Demian Maia,Lyman Good,0,0,0,0,2,0,2,0,Welterweight,SUB,1,2:38
1207,win,Charles Oliveira,David Teymur,0,1,28,26,1,0,1,0,Lightweight,SUB,2,0:55
1208,win,Johnny Walker,Justin Ledet,1,0,7,0,0,0,0,0,Light Heavyweight,KO/TKO,1,0:15
1209,win,Livinha Souza,Sarah Frota,0,0,23,32,4,0,3,0,Women's Strawweight,S-DEC,3,5:00
1210,win,Markus Perez,Anthony Hernandez,0,0,16,17,1,0,1,0,Middleweight,SUB,2,1:07
1211,win,Mara Romero Borella,Taila Santos,0,0,29,36,2,1,0,2,Women's Flyweight,S-DEC,3,5:00
1212,win,Thiago Alves,Max Griffin,0,1,83,112,0,2,0,0,Welterweight,S-DEC,3,5:00
1213,win,Jairzinho Rozenstruik,Junior Albini,1,0,19,18,0,2,0,0,Heavyweight,KO/TKO,2,0:54
1214,win,Geraldo de Freitas,Felipe Colares,0,0,49,21,6,3,0,0,Featherweight,U-DEC,3,5:00
1215,win,Said Nurmagomedov,Ricardo Ramos,1,0,17,2,0,0,0,0,Bantamweight,KO/TKO,1,2:28
1216,win,Rogerio Bontorin,Bibulatov Magomed,0,0,40,58,1,4,2,0,Flyweight,S-DEC,3,5:00
1217,win,Henry Cejudo,TJ Dillashaw,1,0,18,1,0,0,0,0,Flyweight,KO/TKO,1,0:32
1218,win,Allen Crowder,Greg Hardy,0,0,12,29,1,0,1,0,Heavyweight,DQ,2,2:28
1219,win,Gregor Gillespie,Yancy Medeiros,0,0,51,1,6,0,0,0,Lightweight,KO/TKO,2,4:59
1220,win,Joseph Benavidez,Dustin Ortiz,1,0,21,49,7,3,0,0,Flyweight,U-DEC,3,5:00
1221,win,Paige VanZant,Rachael Ostovich,0,0,17,10,0,4,2,0,Women's Flyweight,SUB,2,1:50
1222,win,Glover Teixeira,Karl Roberson,0,1,6,24,1,0,1,0,Light Heavyweight,SUB,1,3:21
1223,win,Donald Cerrone,Alexander Hernandez,1,0,80,49,1,0,0,0,Lightweight,KO/TKO,2,3:43
1224,win,Joanne Calderwood,Ariane Lipski,0,0,85,53,1,1,2,0,Women's Flyweight,U-DEC,3,5:00
1225,win,Alonzo Menifield,Vinicius Moreira,1,0,33,11,0,0,0,0,Light Heavyweight,KO/TKO,1,3:56
1226,win,Cory Sandhagen,Mario Bautista,1,0,17,9,1,1,2,0,Bantamweight,SUB,1,3:31
1227,win,Dennis Bermudez,Te Edwards,0,1,63,23,5,0,2,0,Lightweight,U-DEC,3,5:00
1228,win,Geoff Neal,Belal Muhammad,2,0,71,63,0,0,0,0,Welterweight,U-DEC,3,5:00
1229,win,Chance Rencountre,Kyle Stewart,0,0,6,2,2,0,1,0,Welterweight,SUB,1,2:25
1230,win,Jon Jones,Alexander Gustafsson,0,0,59,22,1,0,0,0,Light Heavyweight,KO/TKO,3,2:02
1231,win,Amanda Nunes,Cristiane Justino,2,0,13,3,0,0,0,0,Women's Featherweight,KO/TKO,1,0:51
1232,win,Michael Chiesa,Carlos Condit,0,0,10,5,4,0,1,1,Welterweight,SUB,2,0:56
1233,win,Corey Anderson,Ilir Latifi,0,0,40,33,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
1234,win,Alexander Volkanovski,Chad Mendes,1,1,54,28,0,3,0,0,Featherweight,KO/TKO,2,4:14
1235,nc,Andrei Arlovski,Walt Harris,0,0,44,24,0,1,0,0,Heavyweight,Overturned,3,5:00
1236,win,Megan Anderson,Cat Zingano,0,0,3,3,0,0,0,0,Women's Featherweight,KO/TKO,1,1:01
1237,win,Petr Yan,Douglas Silva de Andrade,0,0,76,28,3,0,1,0,Bantamweight,KO/TKO,2,5:00
1238,win,Ryan Hall,BJ Penn,0,0,6,3,0,0,1,0,Lightweight,SUB,1,2:46
1239,win,Nathaniel Wood,Andre Ewell,1,0,61,15,2,0,1,0,Bantamweight,SUB,3,4:12
1240,win,Uriah Hall,Bevon Lewis,1,0,39,68,0,0,0,0,Middleweight,KO/TKO,3,1:32
1241,win,Curtis Millender,Siyar Bahadurzada,0,0,89,40,0,3,0,0,Welterweight,U-DEC,3,5:00
1242,win,Montel Jackson,Brian Kelleher,0,0,10,6,0,0,1,0,Bantamweight,SUB,1,1:40
1243,win,Al Iaquinta,Kevin Lee,0,0,111,102,0,3,0,0,Lightweight,U-DEC,5,5:00
1244,win,Edson Barboza,Dan Hooker,1,0,126,81,0,0,0,0,Lightweight,KO/TKO,3,2:19
1245,win,Rob Font,Sergio Pettis,0,0,111,71,2,1,1,0,Bantamweight,U-DEC,3,5:00
1246,win,Charles Oliveira,Jim Miller,0,0,0,1,1,0,1,0,Lightweight,SUB,1,1:15
1247,win,Zak Ottow,Dwight Grant,0,0,14,25,1,1,0,0,Welterweight,S-DEC,3,5:00
1248,win,Drakkar Klose,Bobby Green,0,0,58,92,0,1,0,1,Lightweight,U-DEC,3,5:00
1249,win,Joaquim Silva,Jared Gordon,0,0,95,116,1,3,2,0,Lightweight,KO/TKO,3,2:39
1250,win,Jack Hermansson,Gerald Meerschaert,0,0,41,1,1,0,1,0,Middleweight,SUB,1,4:25
1251,win,Zak Cummings,Trevor Smith,1,0,56,54,0,0,0,0,Middleweight,U-DEC,3,5:00
1252,win,Dan Ige,Jordan Griffin,0,0,56,56,3,0,0,1,Featherweight,U-DEC,3,5:00
1253,win,Mike Rodriguez,Adam Milstead,2,0,35,10,0,0,0,0,Light Heavyweight,KO/TKO,1,2:59
1254,win,Juan Adams,Chris de la Rocha,0,0,86,41,2,1,0,0,Heavyweight,KO/TKO,3,0:58
1255,win,Max Holloway,Brian Ortega,0,0,290,110,1,2,0,0,Featherweight,KO/TKO,4,5:00
1256,win,Valentina Shevchenko,Joanna Jedrzejczyk,0,0,89,78,5,0,0,0,Women's Flyweight,U-DEC,5,5:00
1257,win,Gunnar Nelson,Alex Oliveira,0,0,11,36,2,0,1,0,Welterweight,SUB,2,4:17
1258,win,Hakeem Dawodu,Kyle Bochniak,0,0,103,42,0,2,0,0,Featherweight,S-DEC,3,5:00
1259,win,Thiago Santos,Jimi Manuwa,2,0,42,27,1,0,0,0,Light Heavyweight,KO/TKO,2,0:41
1260,win,Nina Nunes,Claudia Gadelha,0,0,96,49,0,2,0,0,Women's Strawweight,U-DEC,3,5:00
1261,win,Gilbert Burns,Olivier Aubin-Mercier,1,0,76,40,3,0,0,0,Lightweight,U-DEC,3,5:00
1262,win,Jessica Eye,Katlyn Chookagian,0,0,81,65,0,0,0,0,Women's Flyweight,S-DEC,3,5:00
1263,win,Elias Theodorou,Eryk Anders,0,1,92,65,0,0,0,0,Middleweight,S-DEC,3,5:00
1264,win,Brad Katona,Matthew Lopez,0,0,76,69,0,4,0,1,Bantamweight,U-DEC,3,5:00
1265,win,Dhiego Lima,Chad Laprise,1,0,5,8,0,0,0,0,Welterweight,KO/TKO,1,1:37
1266,win,Diego Ferreira,Kyle Nelson,0,0,54,20,2,0,1,0,Lightweight,KO/TKO,2,1:23
1267,win,Aleksandar Rakic,Devin Clark,1,1,31,19,0,0,0,0,Light Heavyweight,KO/TKO,1,4:05
1268,win,Junior Dos Santos,Tai Tuivasa,1,0,26,16,0,0,0,0,Heavyweight,KO/TKO,2,2:30
1269,win,Mauricio Rua,Tyson Pedro,1,0,30,31,3,0,0,1,Light Heavyweight,KO/TKO,3,0:43
1270,win,Justin Willis,Mark Hunt,0,0,59,19,0,0,0,0,Heavyweight,U-DEC,3,5:00
1271,win,Anthony Rocco Martin,Jake Matthews,0,0,25,24,0,0,1,1,Welterweight,SUB,3,1:19
1272,win,Sodiq Yusuff,Suman Mokhtarian,0,0,23,5,0,0,0,0,Featherweight,KO/TKO,1,2:14
1273,win,Jimmy Crute,Paul Craig,0,0,17,12,1,3,4,0,Light Heavyweight,SUB,3,4:51
1274,win,Aleksei Kunchenko,Yushin Okami,0,0,72,10,0,0,0,0,Welterweight,U-DEC,3,5:00
1275,win,Wilson Reis,Ben Nguyen,0,0,32,39,7,0,1,0,Flyweight,U-DEC,3,5:00
1276,win,Keita Nakamura,Salim Touahri,1,0,41,34,0,0,0,0,Welterweight,S-DEC,3,5:00
1277,win,Kai Kara-France,Elias Garcia,1,1,86,16,0,1,0,2,Flyweight,U-DEC,3,5:00
1278,win,Christos Giagos,Mizuto Hirota,0,0,31,19,5,0,0,1,Lightweight,U-DEC,3,5:00
1279,win,Damir Ismagulov,Alex Gorgees,0,0,34,10,5,0,0,0,Lightweight,U-DEC,3,5:00
1280,win,Kamaru Usman,Rafael Dos Anjos,0,0,130,62,12,0,0,2,Welterweight,U-DEC,5,5:00
1281,win,Juan Espino,Justin Frazier,0,0,22,4,2,0,2,0,Heavyweight,SUB,1,3:36
1282,win,Macy Chiasson,Pannie Kianzad,1,0,24,19,0,0,2,1,Women's Featherweight,SUB,2,2:11
1283,win,Pedro Munhoz,Bryan Caraway,1,0,35,20,0,0,0,0,Bantamweight,KO/TKO,1,2:39
1284,win,Edmen Shahbazyan,Darren Stewart,0,0,22,34,8,1,0,0,Middleweight,S-DEC,3,5:00
1285,win,Antonina Shevchenko,Ji Yeon Kim,0,0,66,33,2,0,0,0,Women's Flyweight,U-DEC,3,5:00
1286,win,Kevin Aguilar,Ricky Glenn,1,0,86,74,0,0,0,0,Featherweight,U-DEC,3,5:00
1287,win,Joseph Benavidez,Alex Perez,0,0,35,14,1,1,0,0,Flyweight,KO/TKO,1,4:19
1288,win,Maurice Greene,Michel Batista,0,0,9,0,0,1,1,0,Heavyweight,SUB,1,2:14
1289,win,Leah Letson,Julija Stoliarenko,0,0,73,57,0,0,0,1,Women's Featherweight,S-DEC,3,5:00
1290,win,Roosevelt Roberts,Darrell Horcher,0,0,16,10,0,0,1,0,Lightweight,SUB,1,4:50
1291,win,Tim Means,Ricky Rainey,0,0,19,6,2,0,0,0,Welterweight,KO/TKO,1,1:18
1292,win,Raoni Barcelos,Chris Gutierrez,0,0,35,26,2,0,1,0,Bantamweight,SUB,2,4:12
1293,win,Francis Ngannou,Curtis Blaydes,1,0,13,1,0,0,0,0,Heavyweight,KO/TKO,1,0:45
1294,win,Alistair Overeem,Sergei Pavlovich,0,0,22,13,1,0,0,0,Heavyweight,KO/TKO,1,4:21
1295,win,Song Yadong,Vince Morales,0,0,79,74,2,0,0,0,Bantamweight,U-DEC,3,5:00
1296,win,Li Jingliang,David Zawada,1,1,89,73,1,0,0,0,Welterweight,KO/TKO,3,4:07
1297,win,Alex Morono,Song Kenan,0,0,98,61,0,0,0,0,Welterweight,U-DEC,3,5:00
1298,win,Wu Yanan,Lauren Mueller,0,0,18,17,0,0,1,0,Women's Flyweight,SUB,1,4:00
1299,win,Rashad Coulter,Hu Yaozong,1,0,98,92,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
1300,win,Zhang Weili,Jessica Aguilar,0,0,45,9,1,0,2,0,Women's Strawweight,SUB,1,3:41
1301,win,Pingyuan Liu,Martin Day,1,1,55,100,0,1,2,2,Bantamweight,S-DEC,3,5:00
1302,win,Yan Xiaonan,Syuri Kondo,0,0,150,86,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
1303,win,Kevin Holland,John Phillips,0,0,123,51,5,0,2,0,Middleweight,SUB,3,4:05
1304,win,Louis Smolka,Su Mudaerji,0,0,32,18,2,0,1,2,Bantamweight,SUB,2,2:07
1305,win,Santiago Ponzinibbio,Neil Magny,2,0,79,72,0,0,0,0,Welterweight,KO/TKO,4,2:36
1306,win,Ricardo Lamas,Darren Elkins,0,0,70,62,3,3,0,0,Featherweight,KO/TKO,3,4:09
1307,win,Johnny Walker,Khalil Rountree Jr.,1,0,10,4,0,0,0,0,Light Heavyweight,KO/TKO,1,1:57
1308,win,Ian Heinisch,Cezar Ferreira,1,0,55,26,1,5,2,0,Middleweight,U-DEC,3,5:00
1309,win,Marlon Vera,Guido Cannetti,1,0,24,24,2,2,2,0,Bantamweight,SUB,2,1:31
1310,win,Cynthia Calvillo,Poliana Botelho,0,0,22,6,2,0,1,0,Women's Strawweight,SUB,1,4:48
1311,win,Michel Prazeres,Bartosz Fabinski,1,0,18,1,1,0,1,0,Welterweight,SUB,1,1:02
1312,win,Alexandre Pantoja,Yuta Sasaki,0,0,4,7,0,0,2,0,Flyweight,SUB,1,2:18
1313,win,Austin Arnett,Humberto Bandenay,0,0,74,30,1,2,0,0,Featherweight,U-DEC,3,5:00
1314,win,Laureano Staropoli,Hector Aldana,0,0,97,69,0,0,0,0,Welterweight,U-DEC,3,5:00
1315,win,Jesus Pinedo,Devin Powell,0,0,60,58,5,0,0,0,Lightweight,U-DEC,3,5:00
1316,win,Nad Narimani,Anderson Dos Santos,0,0,84,46,1,0,0,1,Featherweight,U-DEC,3,5:00
1317,win,Yair Rodriguez,Chan Sung Jung,1,0,119,126,0,0,0,0,Featherweight,KO/TKO,5,4:59
1318,win,Donald Cerrone,Mike Perry,0,0,9,11,0,1,1,0,Welterweight,SUB,1,4:46
1319,win,Germaine de Randamie,Raquel Pennington,0,0,42,24,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
1320,win,Beneil Dariush,Thiago Moises,0,0,44,8,4,0,2,4,Lightweight,U-DEC,3,5:00
1321,win,Maycee Barber,Hannah Cifers,0,0,68,41,1,0,0,0,Women's Strawweight,KO/TKO,2,2:01
1322,win,Michael Trizano,Luis Pena,0,0,51,23,1,1,1,0,Lightweight,S-DEC,3,5:00
1323,win,Ashley Yoder,Amanda Cooper,0,0,38,51,1,2,3,2,Women's Strawweight,S-DEC,3,5:00
1324,nc,Chas Skelly,Bobby Moffett,0,0,30,20,1,1,0,1,Featherweight,Overturned,2,2:43
1325,win,Davi Ramos,John Gunther,0,0,4,1,1,0,1,0,Lightweight,SUB,1,1:57
1326,win,Devonte Smith,Julian Erosa,1,0,13,4,0,0,0,0,Lightweight,KO/TKO,1,0:46
1327,win,Eric Shelton,Joseph Morales,0,0,16,24,7,1,0,4,Flyweight,S-DEC,3,5:00
1328,win,Mark De La Rosa,Joby Sanchez,0,0,66,55,0,0,0,0,Bantamweight,S-DEC,3,5:00
1329,win,Daniel Cormier,Derrick Lewis,0,0,19,4,4,0,1,0,Heavyweight,SUB,2,2:14
1330,win,Jacare Souza,Chris Weidman,1,0,74,68,0,1,0,0,Middleweight,KO/TKO,3,2:46
1331,win,Jared Cannonier,David Branch,1,0,26,10,0,3,0,0,Middleweight,KO/TKO,2,0:39
1332,win,Karl Roberson,Jack Marshman,0,0,34,21,2,0,0,0,Middleweight,U-DEC,3,5:00
1333,win,Israel Adesanya,Derek Brunson,3,0,13,3,0,0,0,0,Middleweight,KO/TKO,1,4:51
1334,win,Jordan Rinaldi,Jason Knight,0,0,20,12,3,0,2,0,Featherweight,U-DEC,3,5:00
1335,win,Sijara Eubanks,Roxanne Modafferi,1,0,57,28,3,1,0,0,Women's Flyweight,U-DEC,3,5:00
1336,win,Sheymon Moraes,Julio Arce,2,0,32,25,0,1,0,2,Featherweight,S-DEC,3,5:00
1337,win,Lyman Good,Ben Saunders,1,0,14,12,0,0,0,0,Welterweight,KO/TKO,1,1:32
1338,draw,Matt Frevola,Lando Vannata,0,2,66,67,2,1,1,1,Lightweight,M-DEC,3,5:00
1339,win,Shane Burgos,Kurt Holobaugh,0,1,17,21,0,0,1,0,Featherweight,SUB,1,2:11
1340,win,Marcos Rogerio de Lima,Adam Wieczorek,0,0,28,7,3,1,0,0,Heavyweight,U-DEC,3,5:00
1341,win,Anthony Smith,Volkan Oezdemir,0,0,63,77,1,1,2,0,Light Heavyweight,SUB,3,4:26
1342,win,Michael Johnson,Artem Lobov,0,0,99,67,1,0,0,0,Featherweight,U-DEC,3,5:00
1343,win,Misha Cirkunov,Patrick Cummins,0,0,11,3,1,0,2,0,Light Heavyweight,SUB,1,2:40
1344,win,Andre Soukhamthath,Jonathan Martinez,2,0,79,71,3,1,1,0,Bantamweight,U-DEC,3,5:00
1345,win,Gian Villante,Ed Herman,0,0,81,84,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
1346,win,Court McGee,Alex Garcia,1,0,51,27,2,1,0,0,Welterweight,U-DEC,3,5:00
1347,win,Sean Strickland,Nordine Taleb,1,0,65,48,0,0,0,0,Welterweight,KO/TKO,2,3:10
1348,win,Nasrat Haqparast,Thibault Gouti,1,0,124,78,0,0,0,0,Lightweight,U-DEC,3,5:00
1349,win,Calvin Kattar,Chris Fishgold,1,0,24,20,0,1,0,0,Featherweight,KO/TKO,1,4:11
1350,win,Talita Bernardo,Sarah Moras,0,0,60,37,2,1,1,0,Women's Bantamweight,U-DEC,3,5:00
1351,win,Don Madge,Te Edwards,2,0,21,5,0,1,1,0,Lightweight,KO/TKO,2,0:14
1352,win,Arjan Bhullar,Marcelo Golm,0,0,47,43,1,0,0,0,Heavyweight,U-DEC,3,5:00
1353,win,Stevie Ray,Jessin Ayari,0,0,75,63,0,0,0,0,Lightweight,U-DEC,3,5:00
1354,win,Khabib Nurmagomedov,Conor McGregor,0,0,70,51,3,0,1,0,Lightweight,SUB,4,3:03
1355,win,Tony Ferguson,Anthony Pettis,0,1,114,45,0,0,0,0,Lightweight,KO/TKO,2,5:00
1356,win,Dominick Reyes,Ovince Saint Preux,1,0,94,38,0,1,0,0,Light Heavyweight,U-DEC,3,5:00
1357,win,Derrick Lewis,Alexander Volkov,1,0,39,121,0,1,0,0,Heavyweight,KO/TKO,3,4:49
1358,win,Michelle Waterson,Felice Herrig,0,0,76,51,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
1359,win,Jussier Formiga,Sergio Pettis,0,0,18,30,2,0,0,0,Flyweight,U-DEC,3,5:00
1360,win,Vicente Luque,Jalin Turner,1,0,41,31,0,0,0,0,Welterweight,KO/TKO,1,3:52
1361,win,Aspen Ladd,Tonya Evinger,0,0,50,9,0,0,0,0,Women's Bantamweight,KO/TKO,1,3:26
1362,win,Scott Holtzman,Alan Patrick,1,0,73,25,1,0,0,0,Lightweight,KO/TKO,3,3:42
1363,win,Yana Kunitskaya,Lina Lansberg,0,0,72,43,5,0,1,1,Women's Bantamweight,U-DEC,3,5:00
1364,win,Nik Lentz,Gray Maynard,1,0,75,13,2,0,1,0,Lightweight,KO/TKO,2,1:19
1365,win,Anthony Rocco Martin,Ryan LaFlare,2,0,36,35,0,0,1,0,Welterweight,KO/TKO,3,1:00
1366,win,Thiago Santos,Eryk Anders,0,0,100,32,1,6,0,1,Light Heavyweight,KO/TKO,3,5:00
1367,win,Alex Oliveira,Carlo Pedersoli Jr.,0,0,7,2,0,0,0,0,Welterweight,KO/TKO,1,0:39
1368,win,Rogerio Nogueira,Sam Alvey,1,0,26,34,0,0,0,0,Light Heavyweight,KO/TKO,2,1:00
1369,win,Andre Ewell,Renan Barao,1,0,53,44,1,3,0,2,Bantamweight,S-DEC,3,5:00
